
时间2 (秒 s)	角2 (弧度 rad)	角速度2 (弧度/秒 rad/s)	角加速度2 (弧度/秒² rad/s²)	位置2 (米 m)	速度2 (米/秒 m/s)	加速度2 (米/秒² m/s²)	时间 (秒 s)	角 (弧度 rad)	角速度 (弧度/秒 rad/s)	角加速度 (弧度/秒² rad/s²)	位置 (米 m)	速度 (米/秒 m/s)	加速度 (米/秒² m/s²)	时间 (秒 s)	角 (弧度 rad)	角速度 (弧度/秒 rad/s)	角加速度 (弧度/秒² rad/s²)	位置 (米 m)	速度 (米/秒 m/s)	加速度 (米/秒² m/s²)	时间 (秒 s)	角 (弧度 rad)	角速度 (弧度/秒 rad/s)	角加速度 (弧度/秒² rad/s²)	位置 (米 m)	速度 (米/秒 m/s)	加速度 (米/秒² m/s²)	时间 (秒 s)	角 (弧度 rad)	角速度 (弧度/秒 rad/s)	角加速度 (弧度/秒² rad/s²)	位置 (米 m)	速度 (米/秒 m/s)	加速度 (米/秒² m/s²)	时间 (秒 s)	角 (弧度 rad)	角速度 (弧度/秒 rad/s)	角加速度 (弧度/秒² rad/s²)	位置 (米 m)	速度 (米/秒 m/s)	加速度 (米/秒² m/s²)	时间 (秒 s)	角 (弧度 rad)	角速度 (弧度/秒 rad/s)	角加速度 (弧度/秒² rad/s²)	位置 (米 m)	速度 (米/秒 m/s)	加速度 (米/秒² m/s²)	时间 (秒 s)	角 (弧度 rad)	角速度 (弧度/秒 rad/s)	角加速度 (弧度/秒² rad/s²)	位置 (米 m)	速度 (米/秒 m/s)	加速度 (米/秒² m/s²)	时间 (秒 s)	角 (弧度 rad)	角速度 (弧度/秒 rad/s)	角加速度 (弧度/秒² rad/s²)	位置 (米 m)	速度 (米/秒 m/s)	加速度 (米/秒² m/s²)	时间 (秒 s)	角 (弧度 rad)	角速度 (弧度/秒 rad/s)	角加速度 (弧度/秒² rad/s²)	位置 (米 m)	速度 (米/秒 m/s)	加速度 (米/秒² m/s²)	时间 (秒 s)	角 (弧度 rad)	角速度 (弧度/秒 rad/s)	角加速度 (弧度/秒² rad/s²)	位置 (米 m)	速度 (米/秒 m/s)	加速度 (米/秒² m/s²)	时间 (秒 s)	角 (弧度 rad)	角速度 (弧度/秒 rad/s)	角加速度 (弧度/秒² rad/s²)	位置 (米 m)	速度 (米/秒 m/s)	加速度 (米/秒² m/s²)	时间 (秒 s)	角 (弧度 rad)	角速度 (弧度/秒 rad/s)	角加速度 (弧度/秒² rad/s²)	位置 (米 m)	速度 (米/秒 m/s)	加速度 (米/秒² m/s²)	时间 (秒 s)	角 (弧度 rad)	角速度 (弧度/秒 rad/s)	角加速度 (弧度/秒² rad/s²)	位置 (米 m)	速度 (米/秒 m/s)	加速度 (米/秒² m/s²)	时间 (秒 s)	角 (弧度 rad)	角速度 (弧度/秒 rad/s)	角加速度 (弧度/秒² rad/s²)	位置 (米 m)	速度 (米/秒 m/s)	加速度 (米/秒² m/s²)	时间 (秒 s)	角 (弧度 rad)	角速度 (弧度/秒 rad/s)	角加速度 (弧度/秒² rad/s²)	位置 (米 m)	速度 (米/秒 m/s)	加速度 (米/秒² m/s²)	时间 (秒 s)	角 (弧度 rad)	角速度 (弧度/秒 rad/s)	角加速度 (弧度/秒² rad/s²)	位置 (米 m)	速度 (米/秒 m/s)	加速度 (米/秒² m/s²)	时间 (秒 s)	角 (弧度 rad)	角速度 (弧度/秒 rad/s)	角加速度 (弧度/秒² rad/s²)	位置 (米 m)	速度 (米/秒 m/s)	加速度 (米/秒² m/s²)	时间 (秒 s)	角 (弧度 rad)	角速度 (弧度/秒 rad/s)	角加速度 (弧度/秒² rad/s²)	位置 (米 m)	速度 (米/秒 m/s)	加速度 (米/秒² m/s²)	时间 (秒 s)	角 (弧度 rad)	角速度 (弧度/秒 rad/s)	角加速度 (弧度/秒² rad/s²)	位置 (米 m)	速度 (米/秒 m/s)	加速度 (米/秒² m/s²)
																																																																						4.593	0.017	0.000	0.000	4.1667E-4	0.000	0.000															45.930	0.017	0.000	0.000	4.1667E-4	0.000	0.000																													45.930	0.244	0.000	0.000	0.0058	0.000	0.000	45.930	0.297	0.000	-43.633	0.0071	0.000	-1.042
																																																																						4.594	0.017	0.000	0.000	4.1667E-4	0.000	0.000															45.940	0.017	0.000	0.000	4.1667E-4	0.000	0.000																													45.940	0.244	0.000	0.000	0.0058	0.000	0.000	45.940	0.297	-0.873	-43.633	0.0071	-0.021	-1.042
																																																																						4.595	0.017	0.000	0.000	4.1667E-4	0.000	0.000															45.950	0.017	0.000	0.000	4.1667E-4	0.000	0.000																													45.950	0.244	0.000	0.000	0.0058	0.000	0.000	45.950	0.279	-0.873	43.633	0.0067	-0.021	1.042
																																																																						4.596	0.017	0.000	0.000	4.1667E-4	0.000	0.000															45.960	0.017	0.000	0.000	4.1667E-4	0.000	0.000																													45.960	0.244	0.000	0.000	0.0058	0.000	0.000	45.960	0.279	0.000	43.633	0.0067	0.000	1.042
																																																																						4.597	0.017	0.000	0.000	4.1667E-4	0.000	0.000															45.970	0.017	0.000	0.000	4.1667E-4	0.000	0.000																													45.970	0.244	0.000	0.000	0.0058	0.000	0.000	45.970	0.279	0.000	0.000	0.0067	0.000	0.000
																																																																						4.598	0.017	0.000	0.000	4.1667E-4	0.000	0.000															45.980	0.017	0.000	0.000	4.1667E-4	0.000	0.000																													45.980	0.244	0.000	-43.633	0.0058	0.000	-1.042	45.980	0.279	0.000	0.000	0.0067	0.000	0.000
																																																																						4.599	0.017	0.000	0.000	4.1667E-4	0.000	0.000															45.990	0.017	0.000	0.000	4.1667E-4	0.000	0.000																													45.990	0.244	-0.873	-43.633	0.0058	-0.021	-1.042	45.990	0.279	0.000	0.000	0.0067	0.000	0.000
																																																																						4.600	0.017	0.000	0.000	4.1667E-4	0.000	0.000															46.000	0.017	0.000	0.000	4.1667E-4	0.000	0.000																													46.000	0.227	-0.873	43.633	0.0054	-0.021	1.042	46.000	0.279	0.000	0.000	0.0067	0.000	0.000
																																																																						4.601	0.017	0.000	0.000	4.1667E-4	0.000	0.000															46.010	0.017	0.000	0.000	4.1667E-4	0.000	0.000																													46.010	0.227	0.000	43.633	0.0054	0.000	1.042	46.010	0.279	0.000	0.000	0.0067	0.000	0.000
																																																																						4.602	0.017	0.000	0.000	4.1667E-4	0.000	0.000															46.020	0.017	0.000	0.000	4.1667E-4	0.000	0.000																													46.020	0.227	0.000	0.000	0.0054	0.000	0.000	46.020	0.279	0.000	0.000	0.0067	0.000	0.000
																																																																						4.603	0.017	0.000	0.000	4.1667E-4	0.000	0.000															46.030	0.017	0.000	0.000	4.1667E-4	0.000	0.000																													46.030	0.227	0.000	0.000	0.0054	0.000	0.000	46.030	0.279	0.000	0.000	0.0067	0.000	0.000
																																																																						4.604	0.017	0.000	0.000	4.1667E-4	0.000	0.000															46.040	0.017	0.000	0.000	4.1667E-4	0.000	0.000																													46.040	0.227	0.000	0.000	0.0054	0.000	0.000	46.040	0.279	0.000	0.000	0.0067	0.000	0.000
																																																																						4.605	0.017	0.000	0.000	4.1667E-4	0.000	0.000															46.050	0.017	0.000	0.000	4.1667E-4	0.000	0.000																													46.050	0.227	0.000	0.000	0.0054	0.000	0.000	46.050	0.279	0.000	-43.633	0.0067	0.000	-1.042
																																																																						4.606	0.017	0.000	0.000	4.1667E-4	0.000	0.000															46.060	0.017	0.000	0.000	4.1667E-4	0.000	0.000																													46.060	0.227	0.000	0.000	0.0054	0.000	0.000	46.060	0.279	-0.873	-43.633	0.0067	-0.021	-1.042
																																																																						4.607	0.017	0.000	0.000	4.1667E-4	0.000	0.000															46.070	0.017	0.000	0.000	4.1667E-4	0.000	0.000																													46.070	0.227	0.000	0.000	0.0054	0.000	0.000	46.070	0.262	-0.873	43.633	0.0062	-0.021	1.042
																																																																						4.608	0.017	0.000	0.000	4.1667E-4	0.000	0.000															46.080	0.017	0.000	0.000	4.1667E-4	0.000	0.000																													46.080	0.227	0.000	0.000	0.0054	0.000	0.000	46.080	0.262	0.000	43.633	0.0062	0.000	1.042
																																																																						4.609	0.017	0.000	0.000	4.1667E-4	0.000	0.000															46.090	0.017	0.000	0.000	4.1667E-4	0.000	0.000																													46.090	0.227	0.000	-43.633	0.0054	0.000	-1.042	46.090	0.262	0.000	0.000	0.0062	0.000	0.000
																																																																						4.610	0.017	0.000	0.000	4.1667E-4	0.000	0.000															46.100	0.017	0.000	0.000	4.1667E-4	0.000	0.000																													46.100	0.227	-0.873	-43.633	0.0054	-0.021	-1.042	46.100	0.262	0.000	0.000	0.0062	0.000	0.000
																																																																						4.611	0.017	0.000	0.000	4.1667E-4	0.000	0.000															46.110	0.017	0.000	-43.633	4.1667E-4	0.000	-1.042																													46.110	0.209	-0.873	43.633	0.0050	-0.021	1.042	46.110	0.262	0.000	0.000	0.0062	0.000	0.000
																																																																						4.612	0.017	0.000	0.000	4.1667E-4	0.000	0.000															46.120	0.017	-0.873	-43.633	4.1667E-4	-0.021	-1.042																													46.120	0.209	0.000	43.633	0.0050	0.000	1.042	46.120	0.262	0.000	0.000	0.0062	0.000	0.000
																																																																						4.613	0.017	0.000	0.000	4.1667E-4	0.000	0.000															46.130	0.000	-0.873	43.633	0.0000	-0.021	1.042																													46.130	0.209	0.000	0.000	0.0050	0.000	0.000	46.130	0.262	0.000	0.000	0.0062	0.000	0.000
																																																																						4.614	0.017	0.000	0.000	4.1667E-4	0.000	0.000															46.140	0.000	0.000	43.633	0.0000	0.000	1.042																													46.140	0.209	0.000	0.000	0.0050	0.000	0.000	46.140	0.262	0.000	0.000	0.0062	0.000	0.000
																																																																						4.615	0.017	0.000	0.000	4.1667E-4	0.000	0.000															46.150	0.000	0.000	0.000	0.0000	0.000	0.000																													46.150	0.209	0.000	0.000	0.0050	0.000	0.000	46.150	0.262	0.000	0.000	0.0062	0.000	0.000
																																																																						4.616	0.017	0.000	0.000	4.1667E-4	0.000	0.000															46.160	0.000	0.000	0.000	0.0000	0.000	0.000																													46.160	0.209	0.000	0.000	0.0050	0.000	0.000	46.160	0.262	0.000	0.000	0.0062	0.000	0.000
																																																																						4.617	0.017	0.000	0.000	4.1667E-4	0.000	0.000															46.170	0.000	0.000	0.000	0.0000	0.000	0.000																													46.170	0.209	0.000	0.000	0.0050	0.000	0.000	46.170	0.262	0.000	0.000	0.0062	0.000	0.000
																																																																						4.618	0.017	0.000	0.000	4.1667E-4	0.000	0.000															46.180	0.000	0.000	0.000	0.0000	0.000	0.000																													46.180	0.209	0.000	0.000	0.0050	0.000	0.000	46.180	0.262	0.000	0.000	0.0062	0.000	0.000
																																																																						4.619	0.017	0.000	0.000	4.1667E-4	0.000	0.000															46.190	0.000	0.000	0.000	0.0000	0.000	0.000																													46.190	0.209	0.000	0.000	0.0050	0.000	0.000	46.190	0.262	0.000	0.000	0.0062	0.000	0.000
																																																																						4.620	0.017	0.000	0.000	4.1667E-4	0.000	0.000															46.200	0.000	0.000	0.000	0.0000	0.000	0.000																													46.200	0.209	0.000	0.000	0.0050	0.000	0.000	46.200	0.262	0.000	0.000	0.0062	0.000	0.000
																																																																						4.621	0.017	0.000	0.000	4.1667E-4	0.000	0.000															46.210	0.000	0.000	0.000	0.0000	0.000	0.000																													46.210	0.209	0.000	0.000	0.0050	0.000	0.000	46.210	0.262	0.000	0.000	0.0062	0.000	0.000
																																																																						4.622	0.017	0.000	0.000	4.1667E-4	0.000	0.000															46.220	0.000	0.000		0.0000	0.000																														46.220	0.209	0.000	0.000	0.0050	0.000	0.000	46.220	0.262	0.000	0.000	0.0062	0.000	0.000
																																																																						4.623	0.017	0.000	0.000	4.1667E-4	0.000	0.000																																																		46.230	0.209	0.000	0.000	0.0050	0.000	0.000	46.230	0.262	0.000	0.000	0.0062	0.000	0.000
																																																																						4.624	0.017	0.000	0.000	4.1667E-4	0.000	0.000																																																		46.240	0.209	0.000	0.000	0.0050	0.000	0.000	46.240	0.262	0.000	-43.633	0.0062	0.000	-1.042
																																																																						4.625	0.017	0.000	0.000	4.1667E-4	0.000	0.000																																																		46.250	0.209	0.000	0.000	0.0050	0.000	0.000	46.250	0.262	-0.873	-43.633	0.0062	-0.021	-1.042
																																																																						4.626	0.017	0.000	0.000	4.1667E-4	0.000	0.000																																																		46.260	0.209	0.000	0.000	0.0050	0.000	0.000	46.260	0.244	-0.873	43.633	0.0058	-0.021	1.042
																																																																						4.627	0.017	0.000	0.000	4.1667E-4	0.000	0.000																																																		46.270	0.209	0.000	0.000	0.0050	0.000	0.000	46.270	0.244	0.000	43.633	0.0058	0.000	1.042
																																																																						4.628	0.017	0.000	0.000	4.1667E-4	0.000	0.000																																																		46.280	0.209	0.000	0.000	0.0050	0.000	0.000	46.280	0.244	0.000	0.000	0.0058	0.000	0.000
																																																																						4.629	0.017	0.000	0.000	4.1667E-4	0.000	0.000																																																		46.290	0.209	0.000	0.000	0.0050	0.000	0.000	46.290	0.244	0.000	0.000	0.0058	0.000	0.000
																																																																						4.630	0.017	0.000	0.000	4.1667E-4	0.000	0.000																																																		46.300	0.209	0.000	0.000	0.0050	0.000	0.000	46.300	0.244	0.000	0.000	0.0058	0.000	0.000
																																																																						4.631	0.017	0.000	0.000	4.1667E-4	0.000	0.000																																																		46.310	0.209	0.000	0.000	0.0050	0.000	0.000	46.310	0.244	0.000	0.000	0.0058	0.000	0.000
																																																																						4.632	0.017	0.000	0.000	4.1667E-4	0.000	0.000																																																		46.320	0.209	0.000	0.000	0.0050	0.000	0.000	46.320	0.244	0.000	0.000	0.0058	0.000	0.000
																																																																						4.633	0.017	0.000	0.000	4.1667E-4	0.000	0.000																																																		46.330	0.209	0.000	0.000	0.0050	0.000	0.000	46.330	0.244	0.000	0.000	0.0058	0.000	0.000
																																																																						4.634	0.017	0.000	0.000	4.1667E-4	0.000	0.000																																																		46.340	0.209	0.000	0.000	0.0050	0.000	0.000	46.340	0.244	0.000	0.000	0.0058	0.000	0.000
																																																																						4.635	0.017	0.000	0.000	4.1667E-4	0.000	0.000																																																		46.350	0.209	0.000	0.000	0.0050	0.000	0.000	46.350	0.244	0.000	0.000	0.0058	0.000	0.000
																																																																						4.636	0.017	0.000	0.000	4.1667E-4	0.000	0.000																																																		46.360	0.209	0.000	0.000	0.0050	0.000	0.000	46.360	0.244	0.000	0.000	0.0058	0.000	0.000
																																																																						4.637	0.017	0.000	0.000	4.1667E-4	0.000	0.000																																																		46.370	0.209	0.000	0.000	0.0050	0.000	0.000	46.370	0.244	0.000	0.000	0.0058	0.000	0.000
																																																																						4.638	0.017	0.000	0.000	4.1667E-4	0.000	0.000																																																		46.380	0.209	0.000	0.000	0.0050	0.000	0.000	46.380	0.244	0.000	0.000	0.0058	0.000	0.000
																																																																						4.639	0.017	0.000	0.000	4.1667E-4	0.000	0.000																																																		46.390	0.209	0.000	0.000	0.0050	0.000	0.000	46.390	0.244	0.000	0.000	0.0058	0.000	0.000
																																																																						4.640	0.017	0.000	0.000	4.1667E-4	0.000	0.000																																																		46.400	0.209	0.000	0.000	0.0050	0.000	0.000	46.400	0.244	0.000	0.000	0.0058	0.000	0.000
																																																																						4.641	0.017	0.000	0.000	4.1667E-4	0.000	0.000																																																		46.410	0.209	0.000	0.000	0.0050	0.000	0.000	46.410	0.244	0.000	0.000	0.0058	0.000	0.000
																																																																						4.642	0.017	0.000	0.000	4.1667E-4	0.000	0.000																																																		46.420	0.209	0.000	0.000	0.0050	0.000	0.000	46.420	0.244	0.000	0.000	0.0058	0.000	0.000
																																																																						4.643	0.017	0.000	0.000	4.1667E-4	0.000	0.000																																																		46.430	0.209	0.000	0.000	0.0050	0.000	0.000	46.430	0.244	0.000	0.000	0.0058	0.000	0.000
																																																																						4.644	0.017	0.000	0.000	4.1667E-4	0.000	0.000																																																		46.440	0.209	0.000	0.000	0.0050	0.000	0.000	46.440	0.244	0.000	0.000	0.0058	0.000	0.000
																																																																						4.645	0.017	0.000	0.000	4.1667E-4	0.000	0.000																																																		46.450	0.209	0.000	0.000	0.0050	0.000	0.000	46.450	0.244	0.000	43.633	0.0058	0.000	1.042
																																																																						4.646	0.017	0.000	0.000	4.1667E-4	0.000	0.000																																																		46.460	0.209	0.000	0.000	0.0050	0.000	0.000	46.460	0.244	0.873	43.633	0.0058	0.021	1.042
																																																																						4.647	0.017	0.000	0.000	4.1667E-4	0.000	0.000																																																		46.470	0.209	0.000	0.000	0.0050	0.000	0.000	46.470	0.262	0.873	-43.633	0.0062	0.021	-1.042
																																																																						4.648	0.017	0.000	0.000	4.1667E-4	0.000	0.000																																																		46.480	0.209	0.000	43.633	0.0050	0.000	1.042	46.480	0.262	0.000	-43.633	0.0062	0.000	-1.042
																																																																						4.649	0.017	0.000	0.000	4.1667E-4	0.000	0.000																																																		46.490	0.209	0.873	43.633	0.0050	0.021	1.042	46.490	0.262	0.000	0.000	0.0062	0.000	0.000
																																																																						4.650	0.017	0.000	0.000	4.1667E-4	0.000	0.000																																																		46.500	0.227	0.873	-43.633	0.0054	0.021	-1.042	46.500	0.262	0.000	0.000	0.0062	0.000	0.000
																																																																						4.651	0.017	0.000	0.000	4.1667E-4	0.000	0.000																																																		46.510	0.227	0.000	-43.633	0.0054	0.000	-1.042	46.510	0.262	0.000	0.000	0.0062	0.000	0.000
																																																																						4.652	0.017	0.000	0.000	4.1667E-4	0.000	0.000																																																		46.520	0.227	0.000	0.000	0.0054	0.000	0.000	46.520	0.262	0.000	0.000	0.0062	0.000	0.000
																																																																						4.653	0.017	0.000	0.000	4.1667E-4	0.000	0.000																																																		46.530	0.227	0.000	0.000	0.0054	0.000	0.000	46.530	0.262	0.000	0.000	0.0062	0.000	0.000
																																																																						4.654	0.017	0.000	0.000	4.1667E-4	0.000	0.000																																																		46.540	0.227	0.000	0.000	0.0054	0.000	0.000	46.540	0.262	0.000	0.000	0.0062	0.000	0.000
																																																																						4.655	0.017	0.000	0.000	4.1667E-4	0.000	0.000																																																		46.550	0.227	0.000	0.000	0.0054	0.000	0.000	46.550	0.262	0.000	0.000	0.0062	0.000	0.000
																																																																						4.656	0.017	0.000	0.000	4.1667E-4	0.000	0.000																																																		46.560	0.227	0.000	0.000	0.0054	0.000	0.000	46.560	0.262	0.000	0.000	0.0062	0.000	0.000
																																																																						4.657	0.017	0.000	0.000	4.1667E-4	0.000	0.000																																																		46.570	0.227	0.000	0.000	0.0054	0.000	0.000	46.570	0.262	0.000	0.000	0.0062	0.000	0.000
																																																																						4.658	0.017	0.000	0.000	4.1667E-4	0.000	0.000																																																		46.580	0.227	0.000	0.000	0.0054	0.000	0.000	46.580	0.262	0.000	0.000	0.0062	0.000	0.000
																																																																						4.659	0.017	0.000	0.000	4.1667E-4	0.000	0.000																																																		46.590	0.227	0.000	0.000	0.0054	0.000	0.000	46.590	0.262	0.000	0.000	0.0062	0.000	0.000
																																																																						4.660	0.017	0.000	0.000	4.1667E-4	0.000	0.000																																																		46.600	0.227	0.000	43.633	0.0054	0.000	1.042	46.600	0.262	0.000	0.000	0.0062	0.000	0.000
																																																																						4.661	0.017	0.000	0.000	4.1667E-4	0.000	0.000																																																		46.610	0.227	0.873	43.633	0.0054	0.021	1.042	46.610	0.262	0.000	0.000	0.0062	0.000	0.000
																																																																						4.662	0.017	0.000	0.000	4.1667E-4	0.000	0.000																																																		46.620	0.244	0.873	-43.633	0.0058	0.021	-1.042	46.620	0.262	0.000	43.633	0.0062	0.000	1.042
																																																																						4.663	0.017	0.000	0.000	4.1667E-4	0.000	0.000																																																		46.630	0.244	0.000	-43.633	0.0058	0.000	-1.042	46.630	0.262	0.873	43.633	0.0062	0.021	1.042
																																																																						4.664	0.017	0.000	0.000	4.1667E-4	0.000	0.000																																																		46.640	0.244	0.000	0.000	0.0058	0.000	0.000	46.640	0.279	0.873	-43.633	0.0067	0.021	-1.042
																																																																						4.665	0.017	0.000	0.000	4.1667E-4	0.000	0.000																																																		46.650	0.244	0.000	0.000	0.0058	0.000	0.000	46.650	0.279	0.000	-43.633	0.0067	0.000	-1.042
																																																																						4.666	0.017	0.000	0.000	4.1667E-4	0.000	0.000																																																		46.660	0.244	0.000	0.000	0.0058	0.000	0.000	46.660	0.279	0.000	0.000	0.0067	0.000	0.000
																																																																						4.667	0.017	0.000	0.000	4.1667E-4	0.000	0.000																																																		46.670	0.244	0.000	0.000	0.0058	0.000	0.000	46.670	0.279	0.000	0.000	0.0067	0.000	0.000
																																																																						4.668	0.017	0.000	0.000	4.1667E-4	0.000	0.000																																																		46.680	0.244	0.000	0.000	0.0058	0.000	0.000	46.680	0.279	0.000	0.000	0.0067	0.000	0.000
																																																																						4.669	0.017	0.000	0.000	4.1667E-4	0.000	0.000																																																		46.690	0.244	0.000	0.000	0.0058	0.000	0.000	46.690	0.279	0.000	0.000	0.0067	0.000	0.000
																																																																						4.670	0.017	0.000	0.000	4.1667E-4	0.000	0.000																																																		46.700	0.244	0.000	43.633	0.0058	0.000	1.042	46.700	0.279	0.000	0.000	0.0067	0.000	0.000
																																																																						4.671	0.017	0.000	0.000	4.1667E-4	0.000	0.000																																																		46.710	0.244	0.873	43.633	0.0058	0.021	1.042	46.710	0.279	0.000	0.000	0.0067	0.000	0.000
																																																																						4.672	0.017	0.000	0.000	4.1667E-4	0.000	0.000																																																		46.720	0.262	0.873	-43.633	0.0062	0.021	-1.042	46.720	0.279	0.000	0.000	0.0067	0.000	0.000
																																																																						4.673	0.017	0.000	0.000	4.1667E-4	0.000	0.000																																																		46.730	0.262	0.000	-43.633	0.0062	0.000	-1.042	46.730	0.279	0.000	0.000	0.0067	0.000	0.000
																																																																						4.674	0.017	0.000	0.000	4.1667E-4	0.000	0.000																																																		46.740	0.262	0.000	0.000	0.0062	0.000	0.000	46.740	0.279	0.000	0.000	0.0067	0.000	0.000
																																																																						4.675	0.017	0.000	0.000	4.1667E-4	0.000	0.000																																																		46.750	0.262	0.000	0.000	0.0062	0.000	0.000	46.750	0.279	0.000	43.633	0.0067	0.000	1.042
																																																																						4.676	0.017	0.000	0.000	4.1667E-4	0.000	0.000																																																		46.760	0.262	0.000	0.000	0.0062	0.000	0.000	46.760	0.279	0.873	43.633	0.0067	0.021	1.042
																																																																						4.677	0.017	0.000	0.000	4.1667E-4	0.000	0.000																																																		46.770	0.262	0.000	0.000	0.0062	0.000	0.000	46.770	0.297	0.873	-43.633	0.0071	0.021	-1.042
																																																																						4.678	0.017	0.000	0.000	4.1667E-4	0.000	0.000																																																		46.780	0.262	0.000	0.000	0.0062	0.000	0.000	46.780	0.297	0.000	-43.633	0.0071	0.000	-1.042
																																																																						4.679	0.017	0.000	0.000	4.1667E-4	0.000	0.000																																																		46.790	0.262	0.000	0.000	0.0062	0.000	0.000	46.790	0.297	0.000	0.000	0.0071	0.000	0.000
																																																																						4.680	0.017	0.000	0.000	4.1667E-4	0.000	0.000																																																		46.800	0.262	0.000	43.633	0.0062	0.000	1.042	46.800	0.297	0.000	0.000	0.0071	0.000	0.000
																																																																						4.681	0.017	0.000	0.000	4.1667E-4	0.000	0.000																																																		46.810	0.262	0.873	43.633	0.0062	0.021	1.042	46.810	0.297	0.000	0.000	0.0071	0.000	0.000
																																																																						4.682	0.017	0.000	0.000	4.1667E-4	0.000	0.000																																																		46.820	0.279	0.873	-43.633	0.0067	0.021	-1.042	46.820	0.297	0.000	0.000	0.0071	0.000	0.000
																																																																						4.683	0.017	0.000	0.000	4.1667E-4	0.000	0.000																																																		46.830	0.279	0.000	-43.633	0.0067	0.000	-1.042	46.830	0.297	0.000	0.000	0.0071	0.000	0.000
																																																																						4.684	0.017	0.000	0.000	4.1667E-4	0.000	0.000																																																		46.840	0.279	0.000	0.000	0.0067	0.000	0.000	46.840	0.297	0.000	0.000	0.0071	0.000	0.000
																																																																						4.685	0.017	0.000	0.000	4.1667E-4	0.000	0.000																																																		46.850	0.279	0.000	0.000	0.0067	0.000	0.000	46.850	0.297	0.000	0.000	0.0071	0.000	0.000
																																																																						4.686	0.017	0.000	0.000	4.1667E-4	0.000	0.000																																																		46.860	0.279	0.000	0.000	0.0067	0.000	0.000	46.860	0.297	0.000	0.000	0.0071	0.000	0.000
																																																																						4.687	0.017	0.000	0.000	4.1667E-4	0.000	0.000																																																		46.870	0.279	0.000	0.000	0.0067	0.000	0.000	46.870	0.297	0.000	0.000	0.0071	0.000	0.000
																																																																						4.688	0.017	0.000	0.000	4.1667E-4	0.000	0.000																																																		46.880	0.279	0.000	0.000	0.0067	0.000	0.000	46.880	0.297	0.000	0.000	0.0071	0.000	0.000
																																																																						4.689	0.017	0.000	0.000	4.1667E-4	0.000	0.000																																																		46.890	0.279	0.000	0.000	0.0067	0.000	0.000	46.890	0.297	0.000	43.633	0.0071	0.000	1.042
																																																																						4.690	0.017	0.000	0.000	4.1667E-4	0.000	0.000																																																		46.900	0.279	0.000	0.000	0.0067	0.000	0.000	46.900	0.297	0.873	43.633	0.0071	0.021	1.042
																																																																						4.691	0.017	0.000	0.000	4.1667E-4	0.000	0.000																																																		46.910	0.279	0.000	0.000	0.0067	0.000	0.000	46.910	0.314	0.873	-43.633	0.0075	0.021	-1.042
																																																																						4.692	0.017	0.000	0.000	4.1667E-4	0.000	0.000																																																		46.920	0.279	0.000	0.000	0.0067	0.000	0.000	46.920	0.314	0.000	-43.633	0.0075	0.000	-1.042
																																																																						4.693	0.017	0.000	0.000	4.1667E-4	0.000	0.000																																																		46.930	0.279	0.000	0.000	0.0067	0.000	0.000	46.930	0.314	0.000	0.000	0.0075	0.000	0.000
																																																																						4.694	0.017	0.000	0.000	4.1667E-4	0.000	0.000																																																		46.940	0.279	0.000	0.000	0.0067	0.000	0.000	46.940	0.314	0.000	0.000	0.0075	0.000	0.000
																																																																						4.695	0.017	0.000	0.000	4.1667E-4	0.000	0.000																																																		46.950	0.279	0.000	43.633	0.0067	0.000	1.042	46.950	0.314	0.000	0.000	0.0075	0.000	0.000
																																																																						4.696	0.017	0.000	0.000	4.1667E-4	0.000	0.000																																																		46.960	0.279	0.873	43.633	0.0067	0.021	1.042	46.960	0.314	0.000	0.000	0.0075	0.000	0.000
																																																																						4.697	0.017	0.000	0.000	4.1667E-4	0.000	0.000																																																		46.970	0.297	0.873	-43.633	0.0071	0.021	-1.042	46.970	0.314	0.000	0.000	0.0075	0.000	0.000
																																																																						4.698	0.017	0.000	0.000	4.1667E-4	0.000	0.000																																																		46.980	0.297	0.000	-43.633	0.0071	0.000	-1.042	46.980	0.314	0.000	0.000	0.0075	0.000	0.000
																																																																						4.699	0.017	0.000	0.000	4.1667E-4	0.000	0.000																																																		46.990	0.297	0.000	0.000	0.0071	0.000	0.000	46.990	0.314	0.000	0.000	0.0075	0.000	0.000
																																																																						4.700	0.017	0.000	0.000	4.1667E-4	0.000	0.000																																																		47.000	0.297	0.000	0.000	0.0071	0.000	0.000	47.000	0.314	0.000	0.000	0.0075	0.000	0.000
																																																																						4.701	0.017	0.000	0.000	4.1667E-4	0.000	0.000																																																		47.010	0.297	0.000	0.000	0.0071	0.000	0.000	47.010	0.314	0.000	0.000	0.0075	0.000	0.000
																																																																						4.702	0.017	0.000	0.000	4.1667E-4	0.000	0.000																																																		47.020	0.297	0.000	0.000	0.0071	0.000	0.000	47.020	0.314	0.000	0.000	0.0075	0.000	0.000
																																																																						4.703	0.017	0.000	0.000	4.1667E-4	0.000	0.000																																																		47.030	0.297	0.000	0.000	0.0071	0.000	0.000	47.030	0.314	0.000	0.000	0.0075	0.000	0.000
																																																																						4.704	0.017	0.000	0.000	4.1667E-4	0.000	0.000																																																		47.040	0.297	0.000	0.000	0.0071	0.000	0.000	47.040	0.314	0.000	0.000	0.0075	0.000	0.000
																																																																						4.705	0.017	0.000	0.000	4.1667E-4	0.000	0.000																																																		47.050	0.297	0.000	0.000	0.0071	0.000	0.000	47.050	0.314	0.000	0.000	0.0075	0.000	0.000
